0,0,0
0,0,0
0,0,0
55,37,92
171,73,244
4,3,7
72,46,118
16,7,23
19,7,26
60,10,70
0,0,0
0,0,0
0,0,0
1,11,12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
45,15,60
344,236,580
3,1,4
0,0,0
0,0,0
0,0,0
0,1,1
118,60,178
0,0,0
324,142,466
766,296,1062
0,0,0
