2225,882,3107
0,0,0
0,0,0
0,0,0
26,21,47
255,65,320
9,2,11
76,39,115
32,3,35
69,4,73
69,17,86
0,0,0
0,0,0
565,74,639
0,2,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
19,11,30
330,223,553
4,0,4
1,0,1
0,0,0
0,0,0
0,0,0
52,35,87
0,0,0
279,134,413
694,314,1008
