201602,02,25,16,39,7,0,0,0,0,0,0,302,125,1,0,1,0,0,0,0,0,0,0,
201604,04,46,24,27,4,0,0,3,1,0,0,367,237,0,0,0,1,0,0,0,0,0,0,
201605,05,42,28,25,10,0,0,0,0,0,0,380,257,4,0,0,0,0,0,0,0,2,0,
201607,07,33,19,32,2,0,0,0,0,0,0,390,253,1,0,0,0,0,0,0,0,0,4,
201608,08,38,18,36,11,0,0,0,2,0,0,388,250,2,1,0,0,0,0,0,0,1,0,
201609,09,36,17,36,4,0,0,0,0,0,0,380,236,3,1,0,0,0,0,0,0,1,1,
